period,region,tax_type,accrued,paid,debt,taxpayers,penalties
2024-09,Могилёвская область,Акцизы,438627300.0,316457386.0,122169914.0,80395,8332868.0
2024-09,Могилёвская область,Имущественные налоги,330214407.0,289007823.0,41206584.0,382510,3088423.0
2024-09,Могилёвская область,НДС,61342754.0,54330433.0,7012321.0,356233,637176.0
2024-09,Могилёвская область,Налог на прибыль,560062466.0,389717223.0,170345243.0,206252,9800455.0
2024-09,Могилёвская область,Подоходный налог,97134631.0,79038531.0,18096100.0,174531,1715570.0
2024-09,г. Минск,Акцизы,239566576.0,190467190.0,49099386.0,377481,7565031.0
2024-09,г. Минск,Имущественные налоги,1670350894.0,1155001700.0,515349194.0,528287,63859012.0
2024-09,г. Минск,НДС,907878306.0,609102585.0,298775721.0,343392,51087357.0
2024-09,г. Минск,Налог на прибыль,423454482.0,334213158.0,89241324.0,442433,7204172.0
2024-09,г. Минск,Подоходный налог,1728633812.0,1140029704.0,588604108.0,186054,104092096.0
2024-10,Брестская область,Акцизы,487799725.0,440677342.0,47122383.0,63635,5059010.0
2024-10,Брестская область,Имущественные налоги,674759209.0,596625032.0,78134177.0,236579,11626029.0
2024-10,Брестская область,НДС,238449616.0,215755307.0,22694309.0,207441,3632615.0
2024-10,Брестская область,Налог на прибыль,186402662.0,167333075.0,19069587.0,279252,1517862.0
2024-10,Брестская область,Подоходный налог,344320088.0,227072742.0,117247346.0,44239,17795531.0
2024-10,Витебская область,Акцизы,340698919.0,305887053.0,34811866.0,418390,3333814.0
2024-10,Витебская область,Имущественные налоги,479920795.0,379729859.0,100190936.0,275897,15367305.0
2024-10,Витебская область,НДС,74380457.0,63304326.0,11076131.0,371133,1632798.0
2024-10,Витебская область,Налог на прибыль,335703107.0,289530728.0,46172379.0,253696,3789564.0
2024-10,Витебская область,Подоходный налог,444022555.0,317188135.0,126834420.0,119664,14672967.0
2024-10,Гомельская область,Акцизы,415570587.0,309198849.0,106371738.0,223632,5745783.0
2024-10,Гомельская область,Имущественные налоги,646639025.0,458753291.0,187885734.0,358131,23158424.0
2024-10,Гомельская область,НДС,573756125.0,525784239.0,47971886.0,96022,7858758.0
2024-10,Гомельская область,Налог на прибыль,550719906.0,408056612.0,142663294.0,132552,19345499.0
2024-10,Гомельская область,Подоходный налог,113600034.0,98003212.0,15596822.0,275005,2571275.0
2024-10,Гродненская область,Акцизы,387391674.0,344691755.0,42699919.0,329912,5346850.0
2024-10,Гродненская область,Имущественные налоги,321115730.0,254816728.0,66299002.0,48051,8834813.0
2024-10,Гродненская область,НДС,635211089.0,421613610.0,213597479.0,173374,17833177.0
2024-10,Гродненская область,Налог на прибыль,434044964.0,285314759.0,148730205.0,114927,21164635.0
2024-10,Гродненская область,Подоходный налог,351635852.0,249063566.0,102572286.0,354027,15519709.0
2024-10,Минская область,Акцизы,474359902.0,411144123.0,63215779.0,282800,5254160.0
2024-10,Минская область,Имущественные налоги,623419346.0,436425538.0,186993808.0,182967,28701279.0
2024-10,Минская область,НДС,656799464.0,499636004.0,157163460.0,220215,20980193.0
2024-10,Минская область,Налог на прибыль,523041570.0,443042423.0,79999147.0,44184,8869512.0
2024-10,Минская область,Подоходный налог,457383758.0,418692082.0,38691676.0,81593,6578943.0
2024-10,Могилёвская область,Акцизы,530662365.0,394514160.0,136148205.0,277184,9811225.0
2024-10,Могилёвская область,Имущественные налоги,88008279.0,78167833.0,9840446.0,310864,1159955.0
2024-10,Могилёвская область,НДС,487864809.0,445192975.0,42671834.0,78106,3976213.0
2024-10,Могилёвская область,Налог на прибыль,84368482.0,57858754.0,26509728.0,409738,3325148.0
2024-10,Могилёвская область,Подоходный налог,422736875.0,285051634.0,137685241.0,66388,8160548.0
2024-10,г. Минск,Акцизы,501469717.0,379468833.0,122000884.0,205935,9095012.0
2024-10,г. Минск,Имущественные налоги,924838929.0,610795040.0,314043889.0,135349,48768596.0
2024-10,г. Минск,НДС,626831961.0,447256655.0,179575306.0,393392,31495256.0
2024-10,г. Минск,Налог на прибыль,1330201108.0,1164569738.0,165631370.0,440614,8374281.0
2024-10,г. Минск,Подоходный налог,1349520362.0,1034784157.0,314736205.0,159493,47478851.0
2024-11,Брестская область,Акцизы,224977483.0,192163426.0,32814057.0,407848,5901533.0
2024-11,Брестская область,Имущественные налоги,179840608.0,136914421.0,42926187.0,149805,3433592.0
2024-11,Брестская область,НДС,588666254.0,411382816.0,177283438.0,381528,11057945.0
2024-11,Брестская область,Налог на прибыль,197275872.0,178355261.0,18920611.0,226677,2487362.0
2024-11,Брестская область,Подоходный налог,476094450.0,408344066.0,67750384.0,8618,3670674.0
2024-11,Витебская область,Акцизы,531701637.0,424173683.0,107527954.0,113672,12442637.0
2024-11,Витебская область,Имущественные налоги,713438630.0,653483108.0,59955522.0,193256,9221056.0
2024-11,Витебская область,НДС,539839994.0,387398321.0,152441673.0,90228,19164634.0
2024-11,Витебская область,Налог на прибыль,322973931.0,256023459.0,66950472.0,395347,5986461.0
2024-11,Витебская область,Подоходный налог,543977842.0,430954898.0,113022944.0,405217,18286680.0
2024-11,Гомельская область,Акцизы,94556679.0,65429177.0,29127502.0,215448,3133266.0
2024-11,Гомельская область,Имущественные налоги,248617163.0,165960815.0,82656348.0,12140,4366243.0
2024-11,Гомельская область,НДС,456267225.0,388866072.0,67401153.0,323390,4484831.0
2024-11,Гомельская область,Налог на прибыль,298076817.0,195452583.0,102624234.0,376827,13881310.0
2024-11,Гомельская область,Подоходный налог,297716107.0,261883186.0,35832921.0,384485,5328869.0
2024-11,Гродненская область,Акцизы,176165072.0,115384283.0,60780789.0,140862,7862149.0
2024-11,Гродненская область,Имущественные налоги,785598413.0,586928351.0,198670062.0,274321,19030133.0
2024-11,Гродненская область,НДС,499537146.0,432970378.0,66566768.0,231492,4873922.0
2024-11,Гродненская область,Налог на прибыль,129208023.0,104896918.0,24311105.0,388321,2164548.0
2024-11,Гродненская область,Подоходный налог,657097481.0,524602497.0,132494984.0,261851,17992582.0
2024-11,Минская область,Акцизы,309938076.0,278589372.0,31348704.0,241352,3475997.0
2024-11,Минская область,Имущественные налоги,934137961.0,759023693.0,175114268.0,241850,10391376.0
2024-11,Минская область,НДС,541339845.0,411656193.0,129683652.0,38731,10233056.0
2024-11,Минская область,Налог на прибыль,83440254.0,65482446.0,17957808.0,360626,3064252.0
2024-11,Минская область,Подоходный налог,489260699.0,349335447.0,139925252.0,221630,16924488.0
2024-11,Могилёвская область,Акцизы,567843316.0,517847225.0,49996091.0,89891,6076628.0
2024-11,Могилёвская область,Имущественные налоги,537969944.0,352274802.0,185695142.0,134218,9575694.0
2024-11,Могилёвская область,НДС,292790003.0,254387761.0,38402242.0,84543,4291563.0
2024-11,Могилёвская область,Налог на прибыль,67298906.0,46954452.0,20344454.0,65789,1549745.0
2024-11,Могилёвская область,Подоходный налог,378722854.0,271280252.0,107442602.0,71160,11725885.0
2024-11,г. Минск,Акцизы,447789723.0,374914600.0,72875123.0,393104,10110436.0
2024-11,г. Минск,Имущественные налоги,2343450607.0,1873956935.0,469493672.0,355977,60726002.0
2024-11,г. Минск,НДС,977477355.0,675880155.0,301597200.0,457589,48095440.0
2024-11,г. Минск,Налог на прибыль,603152525.0,504237557.0,98914968.0,209059,8739384.0
2024-11,г. Минск,Подоходный налог,1610671263.0,1419372804.0,191298459.0,189093,28590162.0
2024-12,Брестская область,Акцизы,370960068.0,294252618.0,76707450.0,83721,8972266.0
2024-12,Брестская область,Имущественные налоги,319726947.0,229256833.0,90470114.0,143249,14053567.0
2024-12,Брестская область,НДС,126866557.0,87693505.0,39173052.0,77377,3418130.0
2024-12,Брестская область,Налог на прибыль,344319592.0,280924932.0,63394660.0,138185,4065291.0
2024-12,Брестская область,Подоходный налог,525624362.0,404252917.0,121371445.0,293567,10480755.0
2024-12,Витебская область,Акцизы,101482857.0,74838872.0,26643985.0,182939,4719874.0
2024-12,Витебская область,Имущественные налоги,632150923.0,468295617.0,163855306.0,241955,8538493.0
2024-12,Витебская область,НДС,359216602.0,274350112.0,84866490.0,311484,14640535.0
2024-12,Витебская область,Налог на прибыль,319280647.0,292100700.0,27179947.0,230462,2931137.0
2024-12,Витебская область,Подоходный налог,262943387.0,225142093.0,37801294.0,15526,5760245.0
2024-12,Гомельская область,Акцизы,182803568.0,128702765.0,54100803.0,21165,3980293.0
2024-12,Гомельская область,Имущественные налоги,354106300.0,280910859.0,73195441.0,353232,6527722.0
2024-12,Гомельская область,НДС,362848594.0,328473216.0,34375378.0,406931,2124097.0
2024-12,Гомельская область,Налог на прибыль,378408375.0,333783929.0,44624446.0,70689,7193987.0
2024-12,Гомельская область,Подоходный налог,239921780.0,216200351.0,23721429.0,331990,1984265.0
2024-12,Гродненская область,Акцизы,551939978.0,506712994.0,45226984.0,188139,5313797.0
2024-12,Гродненская область,Имущественные налоги,372279236.0,323091820.0,49187416.0,375498,7001666.0
2024-12,Гродненская область,НДС,377263670.0,281404297.0,95859373.0,267333,13724927.0
2024-12,Гродненская область,Налог на прибыль,529579790.0,349800390.0,179779400.0,214442,14562246.0
2024-12,Гродненская область,Подоходный налог,279518583.0,246034530.0,33484053.0,195729,2604993.0
2024-12,Минская область,Акцизы,460581038.0,380308460.0,80272578.0,101708,9119324.0
2024-12,Минская область,Имущественные налоги,391471140.0,343844306.0,47626834.0,362268,5145157.0
2024-12,Минская область,НДС,224497898.0,160574118.0,63923780.0,298630,5339312.0
2024-12,Минская область,Налог на прибыль,180002938.0,120464448.0,59538490.0,206222,5183773.0
2024-12,Минская область,Подоходный налог,535448217.0,490778132.0,44670085.0,232807,6148631.0
2024-12,Могилёвская область,Акцизы,60754050.0,54721298.0,6032752.0,24668,548351.0
2024-12,Могилёвская область,Имущественные налоги,224351305.0,151263807.0,73087498.0,223497,10843585.0
2024-12,Могилёвская область,НДС,222685632.0,155442671.0,67242961.0,161278,11471440.0
2024-12,Могилёвская область,Налог на прибыль,101301849.0,71123448.0,30178401.0,346929,2838913.0
2024-12,Могилёвская область,Подоходный налог,374324890.0,247309439.0,127015451.0,348316,10873514.0
2024-12,г. Минск,Акцизы,432631340.0,366966345.0,65664995.0,74293,6511739.0
2024-12,г. Минск,Имущественные налоги,1000200636.0,749777312.0,250423324.0,551714,27624171.0
2024-12,г. Минск,НДС,2042423130.0,1796194895.0,246228235.0,48249,25667562.0
2024-12,г. Минск,Налог на прибыль,1223337887.0,951226612.0,272111275.0,421959,47899643.0
2024-12,г. Минск,Подоходный налог,1508361190.0,1042981294.0,465379896.0,368690,67420283.0
